id_riga,data,anno,mese,comune,comune_istat,provincia,località,lat,lon,tipologia,codice_colore,dist_comune_km,comune_da_coordinate,flag_coord,flag_coord_bassa_precisione,flag_possibile_duplicato,gruppo_duplicato,flag_località_incompleta,meteo_punto,meteo_lat,meteo_lon,fwi_cella_lat,fwi_cella_lon,fwi_dist_cella_km,fwi,fwi_classe,temp_max_c,temp_ore12_c,umidita_min_pct,umidita_media_pct,umidita_ore12_pct,vento_max_kmh,vento_ore12_kmh,raffica_max_kmh,dir_vento_ore12_gradi,dir_vento_max_gradi,pioggia_giorno_mm,pioggia_giorno_prima_mm,meteo_quota_m,vento_ore12_nome,fuoco_spinto_verso
75,2023-09-13,2023,9,Casamassima,72015,BA,ss 100 complanare uscita Sammichele,40.917478,16.936408,Bosco,Arancione,0.0,Casamassima,ok,False,False,-1,False,incendio,40.92,16.94,40.95,16.85,8.250555044869955,36.051926,alta,32.7,31.7,32,52.66666666666666,33.0,16.4,1.1,31.3,72.0,189,0.0,0.0,250.0,Levante (E),O
76,2023-09-14,2023,9,Gravina in Puglia,72023,BA,Contrada le Fronde,40.760814,16.428903,Canneto,Giallo,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.76,16.43,40.7,16.35,9.465563868141874,37.145103,alta,30.7,26.0,35,59.16666666666666,52.0,12.3,10.4,26.6,360.0,355,0.0,0.0,279.0,Tramontana (N),S
77,2023-09-14,2023,9,Gravina in Puglia,72023,BA,canale della gravina,40.803915,16.419188,Canneto,Giallo,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.8,16.42,40.7,16.35,12.562092900370308,37.145103,alta,30.4,25.1,37,58.66666666666666,53.0,12.4,8.0,28.4,5.0,350,0.1,0.0,280.0,Tramontana (N),S
78,2023-09-18,2023,9,Gravina in Puglia,72023,BA,sp. 53,40.748432,16.458265,Canneto,Giallo,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.75,16.46,40.7,16.35,10.787148210481286,31.237305,alta,34.9,31.3,22,56.5,35.0,12.1,2.9,25.6,263.0,297,0.0,0.0,275.0,Ponente (O),E
79,2023-09-18,2023,9,Santeramo in Colle,72041,BA,sp 235 Altamura - Santeramo,40.793889,16.724444,Bosco,Arancione,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.79,16.72,40.7,16.6,14.19510950398906,30.788086,alta,32.6,29.5,32,61.0,43.0,8.9,4.4,22.3,279.0,76,0.0,0.0,469.0,Ponente (O),E
80,2023-09-19,2023,9,Gravina in Puglia,72023,BA,Serra Pizzuto (Ex Masseria Menarone),40.763252,16.464933,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.76,16.46,40.7,16.35,11.396926408827852,52.51978,estrema,35.5,33.6,17,45.0,22.0,18.4,4.9,39.2,234.0,305,0.0,0.0,352.0,Libeccio (SO),NE
81,2023-09-20,2023,9,Gravina in Puglia,72023,BA,CONTRADA BELMONTE,40.798392,16.393378,Canneto,Giallo,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.8,16.39,40.7,16.35,11.597702841335412,38.310547,molto alta,32.3,30.1,27,52.29166666666666,37.0,13.7,3.3,25.9,283.0,135,0.0,0.0,323.0,Ponente (O),E
82,2023-09-22,2023,9,Gravina in Puglia,72023,BA,Vulcanello,40.70475,16.431222,Canneto,Giallo,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.7,16.43,40.7,16.35,6.732232905435007,59.561306,estrema,36.8,34.5,17,60.375,26.0,17.3,11.5,42.8,178.0,203,0.0,1.1,216.0,Ostro (S),N
83,2023-09-22,2023,9,Gravina in Puglia,72023,BA,Pantano Lama Santa Maria,40.718056,16.498056,Canneto,Giallo,2.604,,da_verificare,False,False,-1,False,centro_comune,40.85,16.34,40.95,16.35,11.131710589016873,58.840603,estrema,35.4,34.2,18,53.16666666666666,21.0,22.7,17.7,44.6,213.0,224,0.0,1.0,412.0,Libeccio (SO),NE
84,2023-09-22,2023,9,Santeramo in Colle,72041,BA,Graviglione,40.804722,16.690833,Macchia,Arancione,0.31,Altamura,vicino_confine,False,False,-1,False,incendio,40.8,16.69,40.7,16.6,13.431291837697575,51.248806,estrema,31.6,31.0,36,61.958333333333336,36.0,18.7,18.7,40.7,199.0,199,0.0,1.0,403.0,Ostro (S),N
85,2023-09-29,2023,9,Gravina in Puglia,72023,BA,Zingariello,40.797583,16.363389,Canneto,Giallo,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.8,16.36,40.7,16.35,11.131758371871516,11.396556,moderata,26.2,24.2,32,71.5,42.0,11.1,2.1,23.0,211.0,65,0.0,1.5,456.0,Libeccio (SO),NE
86,2023-10-08,2023,10,Ruvo di Puglia,72038,BA,Iazzo del Demonio Bosco Scoparelle,41.030833,16.431111,Bosco,Arancione,0.0,Ruvo di Puglia,ok,False,False,-1,False,incendio,41.03,16.43,40.95,16.35,11.1233051037129,40.075615,molto alta,25.0,24.0,32,59.54166666666666,35.0,16.2,14.6,35.6,350.0,360,0.0,0.0,356.0,Tramontana (N),S
87,2023-10-09,2023,10,Corato,72020,BA,Boschigni,41.041944,16.373333,Macchia,Arancione,0.0,Corato,ok,False,False,-1,False,incendio,41.04,16.37,40.95,16.35,10.129355499452902,29.556185,alta,28.2,25.8,35,47.375,41.0,14.2,2.2,25.2,351.0,261,0.0,0.0,433.0,Tramontana (N),S
88,2023-10-13,2023,10,Gravina in Puglia,72023,BA,Masseria Macchitella,40.773346,16.407887,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.77,16.41,40.7,16.35,9.263556217942131,27.279785,alta,29.0,26.5,28,62.25,42.0,12.9,4.8,24.1,228.0,63,0.0,0.0,346.0,Libeccio (SO),NE
89,2023-10-15,2023,10,Grumo Appula,72024,BA,Bosco Frasca,40.923889,16.648889,Macchia,Arancione,0.0,Grumo Appula,ok,False,False,-1,False,incendio,40.92,16.65,40.95,16.6,5.355013646753965,39.301582,molto alta,27.7,26.5,34,54.083333333333336,40.0,15.9,9.0,33.5,272.0,257,0.1,0.0,389.0,Ponente (O),E
90,2023-10-15,2023,10,Cassano delle Murge,72016,BA,Bella Mia Casa di Nazareth,40.846036,16.769612,Bosco,Arancione,0.018,Santeramo in Colle,vicino_confine,False,False,-1,False,incendio,40.85,16.77,40.95,16.85,12.974157421894924,31.040842,alta,27.7,26.2,35,54.54166666666666,40.0,14.8,8.3,32.4,275.0,257,0.1,0.0,465.0,Ponente (O),E
91,2022-05-22,2022,5,Toritto,72044,BA,masseria il Quarto,40.948895,16.612503,Bosco,Arancione,0.0,Toritto,ok,False,False,-1,False,incendio,40.95,16.61,40.95,16.6,0.8383628116363869,26.344727,alta,28.8,27.5,39,53.208333333333336,42.0,14.8,8.7,38.5,7.0,26,0.0,0.0,376.0,Tramontana (N),S
92,2022-05-31,2022,5,Gravina in Puglia,72023,BA,difesa grande - TEST -,40.758682,16.374221,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.76,16.37,40.7,16.35,6.86900147101894,30.618364,alta,31.5,28.7,18,50.583333333333336,32.0,9.3,9.0,26.6,164.0,254,0.0,1.1,448.0,Ostro (S),N
93,2022-06-01,2022,6,Cassano delle Murge,72016,BA,Mazzacavallo,40.866704,16.760796,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.87,16.76,40.95,16.85,11.658617326957552,29.371094,alta,29.5,28.7,34,50.125,34.0,14.5,12.6,34.9,347.0,14,0.0,0.0,421.0,Tramontana (N),S
94,2022-06-07,2022,6,Gravina in Puglia,72023,BA,via flli Cervi - Capotenda,40.827694,16.418583,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.83,16.42,40.95,16.35,14.559783774597424,38.61026,molto alta,31.9,31.5,24,45.083333333333336,26.0,15.0,9.5,31.0,323.0,280,9.3,0.0,397.0,Maestrale (NO),SE
95,2022-06-13,2022,6,Monopoli,72030,BA,masseria guidotti - canale di pirro,40.827083,17.264694,Bosco,Arancione,0.0,Monopoli,ok,False,False,-1,False,incendio,40.83,17.26,40.95,17.35,15.315361628386889,18.533504,moderata,25.9,25.5,40,62.708333333333336,51.0,22.2,21.4,41.0,347.0,347,0.0,0.0,339.0,Tramontana (N),S
96,2022-06-15,2022,6,Casamassima,72015,BA,località Pietà bosco Marcedde,40.93145,16.947515,Bosco,Arancione,0.0,Casamassima,ok,False,False,-1,False,incendio,40.93,16.95,40.95,16.85,8.675033003488318,26.474018,alta,28.3,26.8,39,60.958333333333336,46.0,14.8,11.6,34.2,7.0,360,0.0,1.3,234.0,Tramontana (N),S
97,2022-06-17,2022,6,Grumo Appula,72024,BA,Cava via Bari sp. 96,40.925401,16.653658,Bosco,Arancione,0.0,Grumo Appula,ok,False,False,-1,False,incendio,40.93,16.65,40.95,16.6,4.744507287685709,34.39409,alta,28.3,27.6,39,59.0,44.0,14.8,14.2,36.0,351.0,360,0.4,0.0,375.0,Tramontana (N),S
98,2022-06-19,2022,6,Gioia del Colle,72021,BA,SP139,40.846929,16.95487,Canneto,Giallo,0.01,Sammichele di Bari,vicino_confine,False,False,-1,False,incendio,40.85,16.95,40.95,16.85,13.91790443143886,28.338867,alta,28.5,28.1,37,57.41666666666666,38.0,14.9,8.2,32.0,41.0,32,0.0,0.2,301.0,Grecale (NE),SO
99,2022-06-21,2022,6,Gravina in Puglia,72023,BA,difesa grande,40.742887,16.377525,Macchia,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.74,16.38,40.7,16.35,5.106807805201293,48.930824,molto alta,36.2,34.2,18,31.166666666666668,20.0,14.0,12.5,35.3,309.0,314,0.0,0.0,380.0,Maestrale (NO),SE
100,2022-06-22,2022,6,Toritto,72044,BA,Belvedere di Quasano,40.96272,16.57316,Macchia,Arancione,0.0,Toritto,ok,False,False,-1,False,incendio,40.96,16.57,40.95,16.6,2.7487913194168208,35.80371,alta,35.2,33.3,28,46.41666666666666,32.0,11.0,9.6,31.0,13.0,259,0.0,0.0,416.0,Tramontana (N),S
101,2022-06-23,2022,6,Grumo Appula,72024,BA,Mellitto,40.951472,16.670667,Bosco,Arancione,0.0,Grumo Appula,ok,False,False,-1,False,incendio,40.95,16.67,40.95,16.6,5.8685396814559,38.080036,molto alta,32.8,32.7,22,44.16666666666666,28.0,22.7,15.6,42.1,353.0,237,0.1,0.0,365.0,Tramontana (N),S
102,2022-06-23,2022,6,Toritto,72044,BA,Quasano c/o agriturismo Fariello,40.954464,16.548975,Bosco,Arancione,0.0,Toritto,ok,False,False,-1,False,incendio,40.95,16.55,40.95,16.6,4.191814058182828,38.080036,molto alta,32.9,32.6,22,42.04166666666666,26.0,22.2,14.4,41.8,347.0,238,0.3,0.0,473.0,Tramontana (N),S
103,2022-06-27,2022,6,Putignano,72036,BA,strada comunale LA CONEA,40.819778,17.17075,Bosco,Arancione,0.0,Putignano,ok,False,False,-1,False,incendio,40.82,17.17,40.7,17.1,14.560141789249448,40.710938,molto alta,36.1,35.2,22,36.583333333333336,25.0,10.5,6.7,25.2,234.0,184,0.0,0.0,414.0,Libeccio (SO),NE
104,2022-06-28,2022,6,Gravina in Puglia,72023,BA,Albanello,40.795833,16.428388,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.8,16.43,40.7,16.35,12.976780986967452,55.691406,estrema,40.1,38.9,11,32.333333333333336,12.0,13.0,7.2,26.6,270.0,44,0.0,0.0,320.0,Ponente (O),E
105,2022-06-28,2022,6,Altamura,72004,BA,Nei pressi di Master Sport,40.847222,16.521111,Bosco,Arancione,0.0,Altamura,ok,False,False,-1,False,incendio,40.85,16.52,40.95,16.6,12.974157421894924,50.972656,estrema,38.3,37.2,14,34.25,14.0,11.8,8.6,26.3,272.0,40,0.0,0.2,405.0,Ponente (O),E
106,2022-06-29,2022,6,Gravina in Puglia,72023,BA,Nei pressi Ristorante Madonna della Stella,40.82525,16.410111,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.83,16.41,40.95,16.35,14.24138416818752,60.13379,estrema,39.6,37.2,16,39.375,18.0,16.3,3.3,37.8,174.0,174,0.0,0.0,375.0,Ostro (S),N
107,2022-07-03,2022,7,Gravina in Puglia,72023,BA,lama colma - sp 26,40.820728,16.375562,Canneto,Giallo,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.82,16.38,40.7,16.35,13.556288969275911,57.04297,estrema,36.8,35.2,20,44.625,24.0,17.9,11.2,38.9,345.0,9,0.0,0.0,406.0,Tramontana (N),S
108,2022-07-04,2022,7,Cassano delle Murge,72016,BA,contrada grippoli vicino agriturismo ruotolo,40.873667,16.78125,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.87,16.78,40.95,16.85,10.64789165988103,51.015625,estrema,34.6,34.2,21,42.708333333333336,21.0,16.3,14.6,40.7,351.0,14,0.0,0.0,388.0,Tramontana (N),S
109,2022-07-05,2022,7,Modugno,72027,BA,strada lama risotti,41.067222,16.775278,Macchia,Arancione,0.0,Modugno,ok,False,False,-1,False,incendio,41.07,16.78,40.95,16.85,14.551183381235472,46.180252,molto alta,38.7,35.3,20,46.79166666666666,27.0,18.8,7.9,42.5,24.0,356,0.0,0.0,89.0,Grecale (NE),SO
110,2022-07-11,2022,7,Corato,72020,BA,Montedoro,41.028762,16.397475,Bosco,Arancione,1.236,Ruvo di Puglia,da_verificare,False,False,-1,False,centro_comune,41.1,16.36,41.2,16.35,11.131471492053572,24.909725,alta,25.2,24.3,39,58.458333333333336,47.0,17.3,15.5,38.2,360.0,4,0.0,0.0,354.0,Tramontana (N),S
111,2022-07-12,2022,7,Sammichele di Bari,72039,BA,lama diumo,40.870306,16.953226,Bosco,Arancione,0.0,Sammichele di Bari,ok,False,False,-1,False,incendio,40.87,16.95,40.95,16.85,12.21924317110539,33.740406,alta,27.7,26.8,29,48.833333333333336,31.0,17.3,16.3,38.9,354.0,359,0.0,0.5,291.0,Tramontana (N),S
112,2022-07-14,2022,7,Santeramo in Colle,72041,BA,C.da Lama di Lupo,40.753889,16.709167,Bosco,Arancione,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.75,16.71,40.7,16.6,10.787148210481286,42.434685,molto alta,28.3,26.5,28,50.708333333333336,42.0,16.5,14.8,33.8,6.0,16,0.0,4.0,388.0,Tramontana (N),S
113,2022-07-20,2022,7,Bari,72006,BA,STRADA VICINALE SOTTOMURA,41.080222,16.816222,Macchia,Arancione,0.0,Bari,ok,False,False,-1,False,incendio,41.08,16.82,41.2,16.85,13.55445140776149,17.757812,moderata,30.4,30.0,40,62.625,40.0,13.4,12.7,34.2,29.0,36,0.0,0.0,61.0,Grecale (NE),SO
114,2022-07-24,2022,7,Acquaviva delle Fonti,72001,BA,SP 75,40.912276,16.859365,Bosco,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.91,16.86,40.95,16.85,4.518551062651516,51.743164,estrema,36.8,35.9,20,37.16666666666666,25.0,16.6,11.3,38.2,353.0,360,0.0,0.0,268.0,Tramontana (N),S
115,2022-07-25,2022,7,Corato,72020,BA,Mass. Tarantini - SP 39,41.027556,16.364722,Bosco,Arancione,0.0,Corato,ok,False,False,-1,False,incendio,41.03,16.36,40.95,16.35,8.919391722209516,52.50586,estrema,34.9,33.2,26,47.29166666666666,29.0,15.0,11.2,35.3,339.0,42,0.0,0.0,469.0,Tramontana (N),S
116,2022-07-25,2022,7,Gravina in Puglia,72023,BA,sp 201 -. bosco selva,40.775194,16.478111,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.78,16.48,40.7,16.6,13.438231480158649,56.76465,estrema,38.0,36.7,19,38.125,22.0,17.7,12.3,40.0,339.0,27,0.0,0.0,419.0,Tramontana (N),S
117,2022-07-26,2022,7,Gravina in Puglia,72023,BA,spiridicchio,40.937556,16.371667,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.94,16.37,40.95,16.35,2.011059517097579,48.155273,molto alta,34.4,32.4,29,47.583333333333336,34.0,15.8,6.0,37.1,295.0,348,0.7,0.0,632.0,Maestrale (NO),SE
118,2022-08-01,2022,8,Santeramo in Colle,72041,BA,Santissimo,40.772222,16.693889,Bosco,Arancione,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.77,16.69,40.7,16.6,10.845007655907574,49.020332,molto alta,29.1,28.4,28,49.625,32.0,25.5,22.9,51.8,353.0,352,0.0,0.0,388.0,Tramontana (N),S
119,2022-08-02,2022,8,Santeramo in Colle,72041,BA,C.da Mosca,40.807182,16.812649,Bosco,Arancione,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.81,16.81,40.7,16.85,12.664020188960178,48.64084,molto alta,30.4,29.8,28,50.75,35.0,20.9,16.8,45.7,9.0,360,0.0,0.0,399.0,Tramontana (N),S
120,2022-08-07,2022,8,Toritto,72044,BA,Quasano Parco dei dinosauri,40.926333,16.642667,Bosco,Arancione,2.125,Grumo Appula,da_verificare,False,False,-1,False,centro_comune,40.97,16.62,40.95,16.6,2.78174505621727,47.418716,molto alta,33.5,32.9,26,50.66666666666666,30.0,18.4,17.2,43.2,16.0,4,0.0,0.0,333.0,Tramontana (N),S
121,2022-08-08,2022,8,Bari,72006,BA,via Candura,41.128639,16.802472,Macchia,Arancione,0.0,Bari,ok,False,False,-1,False,incendio,41.13,16.8,41.2,16.85,8.82317173049148,18.222256,moderata,31.1,30.9,51,64.70833333333333,54.0,14.1,14.1,34.2,3.0,3,0.4,0.0,18.0,Tramontana (N),S
122,2022-08-11,2022,8,Bitonto,72011,BA,"Area esterna all'autostrada A14, contrada sarago",41.110934,16.738206,Canneto,Giallo,0.0,Bitonto,ok,False,False,-1,False,incendio,41.11,16.74,41.2,16.85,13.58060701987484,21.69379,alta,28.2,27.2,53,67.45833333333333,62.0,16.4,16.3,38.2,315.0,279,3.9,0.2,57.0,Maestrale (NO),SE
123,2022-09-03,2022,9,Cassano delle Murge,72016,BA,Malatesta,40.9075,16.780278,Macchia,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.91,16.78,40.95,16.85,7.361730882298401,4.191152,molto bassa,29.3,26.6,38,63.91666666666666,53.0,14.1,2.8,26.6,40.0,195,0.3,1.9,294.0,Grecale (NE),SO
124,2022-09-06,2022,9,Grumo Appula,72024,BA,lama la grotta,40.957639,16.660694,Bosco,Arancione,0.0,Grumo Appula,ok,False,False,-1,False,incendio,40.96,16.66,40.95,16.6,5.150448026220976,12.76692,moderata,29.1,27.7,31,58.958333333333336,42.0,14.1,8.6,32.4,358.0,6,0.0,0.0,348.0,Tramontana (N),S
125,2022-09-08,2022,9,Cassano delle Murge,72016,BA,Malatesta,40.9175,16.789722,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.92,16.79,40.95,16.85,6.034448646394378,16.004042,moderata,32.5,30.2,36,65.45833333333333,44.0,18.0,14.2,34.2,204.0,179,0.4,0.0,288.0,Libeccio (SO),NE
126,2022-09-12,2022,9,Acquaviva delle Fonti,72001,BA,Curto Martino,40.853333,16.808056,Macchia,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.85,16.81,40.95,16.85,11.5969690092727,28.759352,alta,25.0,24.1,38,65.25,43.0,21.2,19.9,47.2,343.0,345,0.0,0.0,391.0,Tramontana (N),S
127,2022-09-22,2022,9,Sammichele di Bari,72039,BA,Lama di Jumo,40.871966,16.954441,Macchia,Arancione,0.0,Sammichele di Bari,ok,False,False,-1,False,incendio,40.87,16.95,40.95,16.85,12.21924317110539,33.68397,alta,19.1,18.7,37,54.79166666666666,42.0,17.7,14.1,41.0,4.0,5,0.0,0.0,291.0,Tramontana (N),S
128,2022-09-28,2022,9,Bari,72006,BA,s.anna,41.096918,16.927217,Bosco,Arancione,0.0,Bari,ok,False,False,-1,False,incendio,41.1,16.93,41.2,16.85,12.961021758236631,3.5244465,molto bassa,26.5,24.9,33,57.75,45.0,18.0,14.8,31.3,229.0,209,0.0,0.0,25.0,Libeccio (SO),NE
129,2022-10-05,2022,10,Gravina in Puglia,72023,BA,serra la stella - la cappella - confine irsina,40.73,16.387222,Macchia,Arancione,0.0,Gravina in Puglia,ok,True,False,-1,False,incendio,40.73,16.39,40.7,16.35,4.733860285954773,26.338032,alta,21.0,19.6,31,60.16666666666666,40.0,15.5,12.7,34.9,8.0,4,0.0,0.0,412.0,Tramontana (N),S
130,2021-05-25,2021,5,Grumo Appula,72024,BA,Reseda S. Rocco,40.981361,16.696361,Macchia,Arancione,0.0,Grumo Appula,ok,False,False,-1,False,incendio,40.98,16.7,40.95,16.6,9.017219451716077,33.02802,alta,25.6,24.3,31,48.583333333333336,52.0,19.3,19.3,45.7,21.0,21,0.0,0.0,250.0,Tramontana (N),S
131,2021-05-28,2021,5,Ruvo di Puglia,72038,BA,,41.008778,16.315417,Bosco,Arancione,0.0,Ruvo di Puglia,ok,False,False,-1,False,incendio,41.01,16.32,40.95,16.35,7.118270275105624,39.68417,molto alta,23.4,22.8,37,54.54166666666666,41.0,18.3,18.3,44.6,328.0,328,0.0,0.1,573.0,Maestrale (NO),SE
132,2021-05-29,2021,5,Gioia del Colle,72021,BA,"Bosco Lama Cupa, Gioia del Colle - Acquaviva",40.845333,16.889389,Bosco,Arancione,0.0,Gioia del Colle,ok,False,False,-1,False,incendio,40.85,16.89,40.95,16.85,11.596969009272613,38.848633,molto alta,25.3,24.9,25,45.25,25.0,15.5,11.9,38.9,2.0,4,0.0,0.0,322.0,Tramontana (N),S
133,2021-06-05,2021,6,Cassano delle Murge,72016,BA,serra mano,40.871389,16.791667,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.87,16.79,40.95,16.85,10.20874043762833,34.02665,alta,28.6,28.6,23,40.0,23.0,12.2,5.4,23.4,340.0,284,0.1,0.0,373.0,Tramontana (N),S
134,2021-06-14,2021,6,Santeramo in Colle,72041,BA,contrada lama di spine,40.796111,16.798333,Bosco,Arancione,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.8,16.8,40.7,16.85,11.868492374502894,38.279335,molto alta,24.1,23.7,32,55.458333333333336,32.0,21.2,18.7,49.3,358.0,360,0.0,0.0,414.0,Tramontana (N),S
135,2021-06-14,2021,6,Ruvo di Puglia,72038,BA,bosco scoparelle,41.035722,16.444361,Bosco,Arancione,0.0,Ruvo di Puglia,ok,False,False,-1,False,incendio,41.04,16.44,40.95,16.35,12.513028905691444,38.459023,molto alta,24.4,24.1,37,57.208333333333336,38.0,19.0,15.5,43.2,5.0,10,0.0,0.0,321.0,Tramontana (N),S
136,2021-06-15,2021,6,Noicattaro,72032,BA,c/o Ufficio Postale,41.033806,16.982722,Canneto,Giallo,0.0,Noicattaro,ok,False,False,-1,False,incendio,41.03,16.98,40.95,17.1,13.409690972134756,45.01241,molto alta,24.4,24.0,34,50.79166666666666,35.0,20.6,15.5,45.7,1.0,348,0.0,0.0,93.0,Tramontana (N),S
137,2021-06-18,2021,6,Gravina in Puglia,72023,BA,Vivaio San Nicola della Macchia-Difesa Grande,40.722722,16.396889,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.72,16.4,40.7,16.35,4.756264231464164,33.369583,alta,30.9,29.8,27,50.333333333333336,30.0,12.6,3.4,29.2,328.0,13,0.0,0.0,356.0,Maestrale (NO),SE
138,2021-06-20,2021,6,Gravina in Puglia,72023,BA,coluni - salsa,40.804444,16.438417,Macchia,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.8,16.44,40.7,16.35,13.431291837697575,51.10569,estrema,34.7,33.4,26,43.54166666666666,28.0,16.9,16.9,38.9,336.0,336,0.0,0.0,434.0,Maestrale (NO),SE
139,2021-06-21,2021,6,Santeramo in Colle,72041,BA,Chiancaro,40.812778,16.773611,Bosco,Arancione,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.81,16.77,40.7,16.85,13.93762280252858,50.07938,estrema,35.9,34.8,22,41.79166666666666,24.0,17.2,12.8,42.1,281.0,281,0.0,0.0,471.0,Ponente (O),E
140,2021-06-24,2021,6,Acquaviva delle Fonti,72001,BA,,40.855833,16.879722,Bosco,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.86,16.88,40.95,16.85,10.302573007910617,49.527344,molto alta,39.3,39.2,14,29.70833333333333,14.0,19.5,19.5,45.4,304.0,304,0.0,0.0,313.0,Maestrale (NO),SE
141,2021-06-24,2021,6,Altamura,72004,BA,mass. S. Teresa,40.891722,16.647806,Bosco,Arancione,0.0,Altamura,ok,False,False,-1,False,incendio,40.89,16.65,40.95,16.6,7.87139344831823,50.10742,estrema,37.8,37.3,18,34.041666666666664,18.0,16.0,15.1,46.8,310.0,316,0.0,0.1,457.0,Maestrale (NO),SE
142,2021-06-25,2021,6,Bitonto,72011,BA,lama balice - sp 231 - svincolo palombaio,41.104944,16.687639,Canneto,Giallo,0.0,Bitonto,ok,False,False,-1,False,incendio,41.1,16.69,41.2,16.6,13.412019380028264,16.212198,moderata,38.9,36.7,15,33.291666666666664,18.0,18.6,18.6,45.4,285.0,285,0.0,0.0,113.0,Ponente (O),E
143,2021-06-25,2021,6,Acquaviva delle Fonti,72001,BA,lamia torrente picone,40.933694,16.853667,Macchia,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.93,16.85,40.95,16.85,2.220000000000347,27.028605,alta,38.0,36.6,15,28.541666666666668,18.0,27.4,27.4,58.7,272.0,272,0.0,0.0,259.0,Ponente (O),E
144,2021-06-27,2021,6,Gravina in Puglia,72023,BA,la Selva,40.772639,16.478556,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.77,16.48,40.7,16.6,12.7332319232747,30.141602,alta,34.5,32.6,22,39.5,25.0,19.8,4.5,45.0,194.0,61,0.0,0.0,407.0,Ostro (S),N
145,2021-06-28,2021,6,Putignano,72036,BA,VIA NOCI,40.835194,17.114583,Bosco,Arancione,0.0,Putignano,ok,False,False,-1,False,incendio,40.84,17.11,40.95,17.1,12.238843630908285,33.604492,alta,35.7,34.5,25,38.125,29.0,23.9,7.0,45.4,102.0,196,0.0,0.0,307.0,Levante (E),O
146,2021-06-29,2021,6,Alberobello,72003,BA,san leonardo,40.801694,17.201917,Bosco,Arancione,0.0,Alberobello,ok,False,False,-1,False,incendio,40.8,17.2,40.7,17.1,13.921725646433718,46.256836,molto alta,36.6,36.6,18,33.958333333333336,23.0,22.1,10.0,42.1,21.0,210,0.1,0.0,431.0,Tramontana (N),S
147,2021-06-30,2021,6,Modugno,72027,BA,Via Vecchia Balsignano,41.069139,16.792028,Macchia,Arancione,0.0,Modugno,ok,False,False,-1,False,incendio,41.07,16.79,40.95,16.85,14.234924686435711,39.169678,molto alta,33.6,33.0,30,45.0,38.0,20.0,15.9,43.9,13.0,198,0.0,0.0,74.0,Tramontana (N),S
148,2021-06-30,2021,6,Cassano delle Murge,72016,BA,serre di laudati,40.878583,16.774444,Macchia,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.88,16.77,40.95,16.85,10.268924095905248,39.169678,molto alta,35.6,35.6,21,38.833333333333336,21.0,19.0,4.9,42.8,324.0,199,0.2,0.0,423.0,Maestrale (NO),SE
