id_riga,data,anno,mese,comune,comune_istat,provincia,località,lat,lon,tipologia,codice_colore,dist_comune_km,comune_da_coordinate,flag_coord,flag_coord_bassa_precisione,flag_possibile_duplicato,gruppo_duplicato,flag_località_incompleta,meteo_punto,meteo_lat,meteo_lon,fwi_cella_lat,fwi_cella_lon,fwi_dist_cella_km,fwi,fwi_classe,temp_max_c,temp_ore12_c,umidita_min_pct,umidita_media_pct,umidita_ore12_pct,vento_max_kmh,vento_ore12_kmh,raffica_max_kmh,dir_vento_ore12_gradi,dir_vento_max_gradi,pioggia_giorno_mm,pioggia_giorno_prima_mm,meteo_quota_m,vento_ore12_nome,fuoco_spinto_verso
328,2017-07-08,2017,7,Noci,72031,BA,a 4 Km verso Castellaneta,40.7775,17.08,Bosco,Arancione,0.0,Noci,ok,False,False,-1,False,incendio,40.78,17.08,40.7,17.1,9.037714290242985,51.700153,estrema,34.6,33.5,17,28.83333333333333,18.0,21.3,16.9,41.4,359.0,354,0.0,0.0,375.0,Tramontana (N),S
329,2017-07-08,2017,7,Bitonto,72011,BA,mariotto verso quasano La stella,41.002583,16.537972,Bosco,Arancione,0.0,Bitonto,ok,False,False,-1,False,incendio,41.0,16.54,40.95,16.6,7.487780258425762,52.265583,estrema,34.6,33.8,20,32.291666666666664,20.0,15.1,12.6,35.6,5.0,25,0.0,0.0,330.0,Tramontana (N),S
330,2017-07-09,2017,7,Gioia del Colle,72021,BA,Gioia del Colle per Acquaviva,40.833333,16.901889,Bosco,Arancione,0.0,Gioia del Colle,ok,False,False,-1,False,incendio,40.83,16.9,40.95,16.85,13.966300686978697,51.030014,estrema,35.7,34.6,20,32.583333333333336,22.0,14.2,6.9,35.3,351.0,9,0.0,0.0,338.0,Tramontana (N),S
331,2017-07-09,2017,7,Bari,72006,BA,lama balice,41.109444,16.764444,Macchia,Giallo,0.221,Modugno,vicino_confine,False,False,-1,False,incendio,41.11,16.76,41.2,16.85,12.508201557077664,22.96947,alta,34.8,34.8,25,35.041666666666664,26.0,12.9,9.9,33.8,19.0,27,0.0,0.0,69.0,Tramontana (N),S
332,2017-07-09,2017,7,Locorotondo,72025,BA,caramia,40.759167,17.350944,Bosco,Arancione,0.0,Locorotondo,ok,False,False,-1,False,incendio,40.76,17.35,40.7,17.35,6.659999999999464,39.125717,molto alta,34.2,33.7,21,32.833333333333336,23.0,14.0,9.2,33.8,39.0,23,0.0,0.0,374.0,Grecale (NE),SO
333,2017-07-10,2017,7,Locorotondo,72025,BA,Bosco Caramia,40.759167,17.348222,Bosco,Arancione,0.0,Locorotondo,ok,False,False,-1,False,incendio,40.76,17.35,40.7,17.35,6.659999999999464,57.742188,estrema,36.5,35.9,21,31.666666666666668,24.0,22.4,11.0,47.2,203.0,208,0.0,0.0,374.0,Libeccio (SO),NE
334,2017-07-10,2017,7,Toritto,72044,BA,bosco quarto,40.94325,16.61225,Bosco,Rosso,0.0,Toritto,ok,False,False,-1,False,incendio,40.94,16.61,40.95,16.6,1.3911021153487917,49.433594,molto alta,38.0,36.6,16,32.791666666666664,20.0,20.1,7.5,45.0,215.0,201,0.0,0.0,396.0,Libeccio (SO),NE
335,2017-07-10,2017,7,Cassano delle Murge,72016,BA,caselli di cristo,40.859694,16.765833,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.86,16.77,40.95,16.85,12.037659320891825,52.177734,estrema,37.3,36.3,19,36.0,22.0,20.6,6.9,46.1,208.0,192,0.5,0.0,430.0,Libeccio (SO),NE
336,2017-07-10,2017,7,Bari,72006,BA,SP Palese-Modugno Motorizzazione,41.115556,16.775833,Macchia,Verde,0.0,Bari,ok,False,False,-1,False,incendio,41.12,16.78,41.2,16.85,10.635635439797536,27.623047,alta,34.0,33.0,30,47.75,37.0,22.9,19.5,42.8,78.0,74,0.0,0.0,50.0,Levante (E),O
337,2017-07-10,2017,7,Locorotondo,72025,BA,trito,40.76775,17.360528,Bosco,Arancione,0.0,Locorotondo,ok,False,False,-1,False,incendio,40.77,17.36,40.7,17.35,7.815342769555178,57.742188,estrema,36.5,35.9,21,31.666666666666668,24.0,22.4,11.0,47.2,203.0,208,0.0,0.0,382.0,Libeccio (SO),NE
338,2017-07-11,2017,7,Santeramo in Colle,72041,BA,Monte Iacoviello - lama del lupo,40.759167,16.714722,Bosco,Rosso,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.76,16.71,40.7,16.6,11.396926408827852,61.652344,estrema,36.8,35.6,10,31.45833333333333,10.0,19.5,6.6,41.0,209.0,177,0.0,0.4,452.0,Libeccio (SO),NE
339,2017-07-11,2017,7,Santeramo in Colle,72041,BA,monte iacovello - lama del lupo,40.753611,16.705278,Bosco,Verde,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.75,16.71,40.7,16.6,10.787148210481286,61.652344,estrema,36.8,35.6,10,31.45833333333333,10.0,19.5,6.6,41.0,209.0,177,0.0,0.4,388.0,Libeccio (SO),NE
340,2017-07-11,2017,7,Santeramo in Colle,72041,BA,Lama del Lupo,40.757556,16.715,Bosco,Arancione,0.0,Santeramo in Colle,ok,False,False,-1,False,incendio,40.76,16.72,40.7,16.6,12.08919035830039,61.652344,estrema,36.8,35.6,10,31.45833333333333,10.0,19.5,6.6,41.0,209.0,177,0.0,0.4,462.0,Libeccio (SO),NE
341,2017-07-15,2017,7,Monopoli,72030,BA,zingarello,40.858306,17.252444,Bosco,Arancione,0.0,Monopoli,ok,False,False,-1,False,incendio,40.86,17.25,40.95,17.35,13.0490185170817,49.98896,molto alta,29.8,29.4,34,53.208333333333336,37.0,24.2,22.5,51.1,344.0,335,0.0,0.0,308.0,Tramontana (N),S
342,2017-07-15,2017,7,Cassano delle Murge,72016,BA,Tenuta Battista,40.868694,16.772722,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.87,16.77,40.95,16.85,11.133100302779791,58.990913,estrema,29.3,29.1,37,53.0,38.0,18.4,17.6,43.9,1.0,354,0.0,0.0,406.0,Tramontana (N),S
343,2017-07-15,2017,7,Acquaviva delle Fonti,72001,BA,Adelfia-Cassano SP16,40.954722,16.832861,Macchia,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.95,16.83,40.95,16.85,1.6767256232733696,58.990913,estrema,29.8,29.5,37,53.16666666666666,39.0,18.8,17.6,45.0,359.0,4,0.0,0.0,236.0,Tramontana (N),S
344,2017-07-16,2017,7,Cassano delle Murge,72016,BA,ospedale miulli,40.863917,16.796944,Bosco,Rosso,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.86,16.8,40.95,16.85,10.836018459969091,60.652676,estrema,24.0,23.2,33,54.833333333333336,41.0,27.4,24.4,62.3,352.0,359,0.4,0.0,402.0,Tramontana (N),S
345,2017-07-17,2017,7,Rutigliano,72037,BA,LAMA Annunziata,40.975056,16.986611,Macchia,Arancione,0.0,Rutigliano,ok,False,False,-1,False,incendio,40.98,16.99,40.95,17.1,9.800853505430096,45.541527,molto alta,26.3,25.9,40,51.625,41.0,25.2,23.2,52.9,7.0,343,0.0,4.1,167.0,Tramontana (N),S
346,2017-07-21,2017,7,Cassano delle Murge,72016,BA,Piscina delle Monache,40.872056,16.752861,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.87,16.75,40.95,16.85,12.219243171105592,47.35265,molto alta,34.9,34.1,20,34.375,21.0,13.7,7.0,32.4,21.0,198,0.0,0.0,436.0,Tramontana (N),S
347,2017-07-22,2017,7,Gravina in Puglia,72023,BA,bosco com.le giovanniello,40.762778,16.3875,Bosco,Rosso,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.76,16.39,40.7,16.35,7.46096004783988,57.886444,estrema,37.8,34.7,15,29.70833333333333,19.0,17.7,5.0,40.7,249.0,204,0.0,0.0,454.0,Ponente (O),E
348,2017-07-22,2017,7,Alberobello,72003,BA,S. Marco,40.807972,17.292861,Bosco,Rosso,0.0,Alberobello,ok,False,False,-1,False,incendio,40.81,17.29,40.7,17.35,13.209619280258616,53.681366,estrema,36.6,35.6,17,28.875,21.0,25.5,5.6,47.2,50.0,203,0.1,0.0,395.0,Grecale (NE),SO
349,2017-07-24,2017,7,Cassano delle Murge,72016,BA,Mercadante- Iazzo nuovo,40.861694,16.706361,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.86,16.71,40.95,16.6,13.60430111962962,68.55971,estrema,34.0,33.9,26,44.333333333333336,26.0,28.8,14.4,63.0,179.0,162,0.0,0.0,456.0,Ostro (S),N
350,2017-07-27,2017,7,Polignano a Mare,72035,BA,tra Torre Ripagnola e San Vito,41.025028,17.176139,Macchia,Arancione,0.0,Polignano a Mare,ok,False,False,-1,False,incendio,41.03,17.18,40.95,17.1,11.1233051037129,13.109614,moderata,28.5,28.1,47,61.083333333333336,50.0,19.6,17.7,50.4,336.0,334,0.0,3.9,0.0,Maestrale (NO),SE
351,2017-07-28,2017,7,Gravina in Puglia,72023,BA,bosco San Mauro,40.786972,16.37525,Macchia,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.79,16.38,40.7,16.35,10.30322350598984,37.990955,alta,33.1,31.6,22,45.66666666666666,26.0,13.2,10.4,34.9,290.0,292,0.0,0.0,418.0,Ponente (O),E
352,2017-07-28,2017,7,Cassano delle Murge,72016,BA,Via Costone del Bruno,40.880333,16.764194,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.88,16.76,40.95,16.85,10.83626410851281,28.693106,alta,31.0,29.8,29,49.5,32.0,15.8,7.8,38.5,347.0,27,0.0,0.1,419.0,Tramontana (N),S
353,2017-07-29,2017,7,Corato,72020,BA,Masseria Malcangi,41.04775,16.36625,Macchia,Giallo,0.0,Corato,ok,False,False,-1,False,incendio,41.05,16.37,40.95,16.35,11.225546349747551,41.201942,molto alta,31.8,31.4,34,46.708333333333336,34.0,18.8,7.6,42.8,82.0,70,0.0,0.0,439.0,Levante (E),O
354,2017-07-29,2017,7,Turi,72047,BA,Stada Turi/Putignano - Matinelle,40.892361,17.043389,Bosco,Arancione,0.0,Turi,ok,False,False,-1,False,incendio,40.89,17.04,40.95,17.1,8.34890760149197,25.886513,alta,33.4,32.4,29,45.0,34.0,11.9,8.5,32.8,62.0,88,0.0,0.0,297.0,Grecale (NE),SO
355,2017-07-29,2017,7,Gravina in Puglia,72023,BA,Iazzo dei Preti,40.836861,16.408056,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.84,16.41,40.95,16.35,13.208749493640015,41.201942,molto alta,33.6,32.4,24,42.625,28.0,18.4,10.5,41.4,158.0,152,0.0,0.0,374.0,Ostro (S),N
356,2017-07-29,2017,7,Gravina in Puglia,72023,BA,Zipippo - Tavolillo,40.794417,16.387167,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.79,16.39,40.7,16.35,10.540408667125742,46.245888,molto alta,34.6,33.4,24,41.875,27.0,20.9,11.0,50.8,157.0,159,0.0,0.0,378.0,Scirocco (SE),NO
357,2017-08-02,2017,8,Altamura,72004,BA,SP157 - Pozzo di Rota,40.912583,16.589806,Bosco,Arancione,0.0,Altamura,ok,False,False,-1,False,incendio,40.91,16.59,40.95,16.6,4.518551062651571,53.155273,estrema,36.7,35.4,20,36.875,22.0,20.0,12.1,44.6,10.0,8,0.0,0.0,482.0,Tramontana (N),S
358,2017-08-02,2017,8,Gioia del Colle,72021,BA,S.P. per Castellaneta km 3,40.761944,16.915,Bosco,Arancione,0.0,Gioia del Colle,ok,False,False,-1,False,incendio,40.76,16.92,40.7,16.85,8.887827057758358,50.6084,estrema,37.3,36.4,19,35.0,21.0,22.3,15.5,42.1,5.0,359,0.0,0.0,345.0,Tramontana (N),S
359,2017-08-03,2017,8,Modugno,72027,BA,Balsignano,41.066944,16.799167,Macchia,Arancione,0.0,Modugno,ok,False,False,-1,False,incendio,41.07,16.8,40.95,16.85,13.961726871773724,70.728516,estrema,35.6,35.2,25,40.083333333333336,26.0,11.9,11.2,31.3,358.0,2,0.0,0.0,72.0,Tramontana (N),S
360,2017-08-04,2017,8,Cassano delle Murge,72016,BA,di fronte Portico ricevimenti,40.896028,16.714056,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.9,16.71,40.95,16.6,10.76923410033078,67.771484,estrema,38.1,37.7,17,29.33333333333333,18.0,15.0,13.0,37.8,6.0,10,0.0,0.0,358.0,Tramontana (N),S
361,2017-08-06,2017,8,Gravina in Puglia,72023,BA,san mauro,40.793611,16.392222,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.79,16.39,40.7,16.35,10.540408667125742,61.47168,estrema,41.9,39.7,9,26.416666666666668,11.0,13.0,4.2,31.0,250.0,71,0.0,0.0,378.0,Ponente (O),E
362,2017-08-07,2017,8,Cassano delle Murge,72016,BA,Mazzacavallo,40.872778,16.767222,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.87,16.77,40.95,16.85,11.133100302779791,54.23535,estrema,35.0,34.4,32,49.91666666666666,34.0,16.6,14.0,42.8,359.0,4,0.0,0.0,406.0,Tramontana (N),S
363,2017-08-09,2017,8,Monopoli,72030,BA,l'impalata - loggia di pilato,40.8655,17.252611,Macchia,Arancione,0.0,Monopoli,ok,False,False,-1,False,incendio,40.87,17.25,40.95,17.35,12.219243171105592,40.682617,molto alta,38.1,37.5,19,30.75,24.0,14.2,13.4,36.0,84.0,81,0.0,0.0,318.0,Levante (E),O
364,2017-08-09,2017,8,Casamassima,72015,BA,Via Pietà - Bosco Marcedd,40.933361,16.946889,Macchia,Arancione,0.0,Casamassima,ok,False,False,-1,False,incendio,40.93,16.95,40.95,16.85,8.675033003488318,54.936523,estrema,39.4,38.8,17,31.625,20.0,17.8,7.6,34.2,155.0,194,0.0,0.0,234.0,Scirocco (SE),NO
365,2017-08-09,2017,8,Gioia del Colle,72021,BA,via pavoncelli,40.817417,16.894611,Macchia,Arancione,0.0,Gioia del Colle,ok,False,False,-1,False,incendio,40.82,16.89,40.7,16.85,13.737259672940814,57.21582,estrema,36.4,36.0,18,34.708333333333336,22.0,15.1,14.5,36.4,173.0,181,0.0,0.0,355.0,Ostro (S),N
366,2017-08-10,2017,8,Gravina in Puglia,72023,BA,via salsa - botromagno,40.811278,16.423722,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.81,16.42,40.7,16.35,13.552485150271195,48.331944,molto alta,40.7,38.5,11,31.291666666666668,16.0,13.5,5.2,31.3,205.0,132,0.0,0.0,337.0,Libeccio (SO),NE
367,2017-08-10,2017,8,Gioia del Colle,72021,BA,Marzagaglia,40.765278,16.899167,Bosco,Arancione,0.0,Gioia del Colle,ok,False,False,-1,False,incendio,40.77,16.9,40.7,16.85,8.834023157143822,51.697178,estrema,37.7,36.4,21,35.25,24.0,18.3,10.8,39.6,182.0,170,0.2,0.0,368.0,Ostro (S),N
368,2017-08-10,2017,8,Putignano,72036,BA,via foggia dell'albero,40.864139,17.129056,Bosco,Arancione,0.0,Putignano,ok,False,False,-1,False,incendio,40.86,17.13,40.95,17.1,10.302573007910617,40.678623,molto alta,38.8,38.2,20,26.45833333333333,20.0,17.2,3.4,33.1,198.0,200,0.0,0.0,346.0,Ostro (S),N
369,2017-08-11,2017,8,Acquaviva delle Fonti,72001,BA,SP. 82 Vicinale Pozzo Mancuso,40.856944,16.88,Bosco,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.86,16.88,40.95,16.85,10.302573007910617,48.964844,molto alta,38.2,36.9,20,33.583333333333336,25.0,16.7,12.2,41.4,294.0,264,1.9,0.0,313.0,Maestrale (NO),SE
370,2017-08-12,2017,8,Corato,72020,BA,Boschigni,41.049278,16.369861,Bosco,Arancione,0.0,Corato,ok,False,False,-1,False,incendio,41.05,16.37,40.95,16.35,11.225546349747551,73.06055,estrema,27.7,26.1,25,48.04166666666666,37.0,24.5,22.1,51.8,263.0,253,0.0,0.0,439.0,Ponente (O),E
371,2017-08-12,2017,8,Gravina in Puglia,72023,BA,Difesa Grande,40.762556,16.388806,Bosco,Rosso,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.76,16.39,40.7,16.35,7.46096004783988,62.33496,estrema,27.7,27.2,22,45.16666666666666,32.0,26.5,24.9,59.0,260.0,258,0.0,0.0,454.0,Ponente (O),E
372,2017-08-12,2017,8,Gravina in Puglia,72023,BA,serro della stella - 4 carri 3km sp201,40.759417,16.483056,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.76,16.48,40.7,16.6,12.08919035830064,60.010742,estrema,28.4,27.4,24,43.958333333333336,32.0,27.3,21.2,58.0,260.0,261,0.0,0.1,436.0,Ponente (O),E
373,2017-08-13,2017,8,Gioia del Colle,72021,BA,Bosco del VVF,40.818972,16.995167,Bosco,Arancione,0.0,Gioia del Colle,ok,False,False,-1,False,incendio,40.82,17.0,40.7,17.1,15.747517130053616,59.76184,estrema,25.4,24.2,39,60.04166666666666,50.0,31.6,31.0,57.2,347.0,339,0.9,0.0,380.0,Tramontana (N),S
374,2017-08-17,2017,8,Cassano delle Murge,72016,BA,grotta giglio,40.915583,16.794,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.92,16.79,40.95,16.85,6.034448646394378,46.27279,molto alta,31.7,31.3,36,51.833333333333336,36.0,15.0,13.8,36.7,7.0,349,1.1,0.0,288.0,Tramontana (N),S
375,2017-08-17,2017,8,Gravina in Puglia,72023,BA,Rifezza,40.724,16.418278,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.72,16.42,40.7,16.35,6.293484956797521,49.427086,molto alta,34.3,33.7,23,45.458333333333336,24.0,16.1,9.7,35.3,356.0,24,0.3,0.0,376.0,Tramontana (N),S
376,2017-08-18,2017,8,Gravina in Puglia,72023,BA,rifezza,40.724167,16.418056,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.72,16.42,40.7,16.35,6.293484956797521,36.61119,alta,34.5,33.8,22,42.04166666666666,23.0,13.8,13.6,33.8,17.0,47,0.0,0.3,376.0,Tramontana (N),S
377,2017-08-22,2017,8,Gravina in Puglia,72023,BA,Albanello - Masseria Spalluti,40.788889,16.433056,Macchia,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.79,16.43,40.7,16.35,12.041617809916673,52.71046,estrema,25.8,25.0,30,52.083333333333336,33.0,21.5,21.1,47.2,351.0,346,0.0,0.0,386.0,Tramontana (N),S
378,2017-08-22,2017,8,Terlizzi,72043,BA,Terlizzi-Mariotto c/o Mercatone Uno,41.116333,16.559417,Macchia,Verde,0.0,Terlizzi,ok,False,False,-1,False,incendio,41.12,16.56,41.2,16.6,9.489051757245871,50.638195,estrema,26.2,25.8,30,50.625,33.0,20.7,20.6,46.8,341.0,340,0.0,0.4,182.0,Tramontana (N),S
379,2017-08-22,2017,8,Gravina in Puglia,72023,BA,PARISI SP 137 A 7 KM DA GRAVINA,40.872333,16.45675,Bosco,Arancione,0.913,Altamura,vicino_confine,False,False,-1,False,incendio,40.87,16.46,40.95,16.35,12.810369215845162,53.52882,estrema,24.2,23.5,33,55.41666666666666,37.0,22.3,21.8,49.0,352.0,351,0.0,0.0,432.0,Tramontana (N),S
380,2017-08-23,2017,8,Altamura,72004,BA,Bosco Quarto - Pompei,40.928611,16.613611,Bosco,Arancione,0.0,Altamura,ok,False,False,-1,False,incendio,40.93,16.61,40.95,16.6,2.373115668507836,39.140137,molto alta,27.4,26.7,24,49.833333333333336,25.0,13.9,11.2,34.9,360.0,17,0.0,0.0,397.0,Tramontana (N),S
381,2017-08-24,2017,8,Altamura,72004,BA,ceraso santa chiara,40.926556,16.499806,Bosco,Giallo,0.0,Altamura,ok,False,False,-1,False,incendio,40.93,16.5,40.95,16.6,8.675033003488608,42.488697,molto alta,29.9,28.9,21,42.375,21.0,11.0,6.1,28.8,40.0,38,0.0,0.0,487.0,Grecale (NE),SO
382,2017-08-26,2017,8,Putignano,72036,BA,Madonna delle Grazie,40.826528,17.064806,Bosco,Arancione,0.0,Putignano,ok,False,False,-1,False,incendio,40.83,17.06,40.95,17.1,13.737135768515673,46.802734,molto alta,32.4,31.7,21,31.166666666666668,21.0,13.2,13.2,33.1,17.0,17,0.0,0.0,331.0,Tramontana (N),S
383,2017-08-27,2017,8,Gravina in Puglia,72023,BA,San Mauro,40.888833,16.375139,Bosco,Arancione,0.0,Gravina in Puglia,ok,False,False,-1,False,incendio,40.89,16.38,40.95,16.35,7.119885148972814,57.168945,estrema,34.1,33.1,14,27.0,15.0,16.6,8.4,35.6,31.0,22,0.0,0.0,429.0,Grecale (NE),SO
384,2017-08-29,2017,8,Noci,72031,BA,la grave,40.7955,17.167,Bosco,Arancione,0.0,Noci,ok,False,False,-1,False,incendio,40.8,17.17,40.7,17.1,12.562092900370308,60.81645,estrema,28.1,28.1,44,63.458333333333336,44.0,26.8,23.2,51.1,336.0,349,0.7,0.0,414.0,Maestrale (NO),SE
385,2017-09-01,2017,9,Ruvo di Puglia,72038,BA,La Civile,41.030111,16.449778,Bosco,Arancione,0.0,Ruvo di Puglia,ok,False,False,-1,False,incendio,41.03,16.45,40.95,16.35,12.205296777314466,46.459427,molto alta,32.4,31.3,32,49.16666666666666,35.0,16.9,8.0,36.4,280.0,320,1.5,0.0,332.0,Ponente (O),E
386,2017-09-01,2017,9,Cassano delle Murge,72016,BA,Maglie- via sant'antonio abate,40.884167,16.768889,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.88,16.77,40.95,16.85,10.268924095905248,32.79341,alta,33.1,31.7,26,49.125,28.0,12.2,6.3,29.2,294.0,223,0.0,0.0,423.0,Maestrale (NO),SE
387,2017-09-06,2017,9,Altamura,72004,BA,Lo Sgarrone,40.765889,16.645722,Bosco,Arancione,0.0,Altamura,ok,False,False,-1,False,incendio,40.77,16.65,40.7,16.6,8.834023157143822,36.05018,alta,28.5,26.8,29,54.458333333333336,35.0,13.6,7.0,30.6,305.0,102,0.0,0.1,402.0,Maestrale (NO),SE
388,2017-09-07,2017,9,Acquaviva delle Fonti,72001,BA,Lama parco la Chiesa,40.945167,16.849778,Macchia,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.95,16.85,40.95,16.85,0.0,28.697807,alta,29.8,28.8,30,60.208333333333336,32.0,12.2,6.6,33.5,225.0,2,3.3,0.0,219.0,Libeccio (SO),NE
389,2017-09-08,2017,9,Acquaviva delle Fonti,72001,BA,parco la chiesa-Picone,40.947194,16.850639,Macchia,Arancione,0.0,Acquaviva delle Fonti,ok,False,False,-1,False,incendio,40.95,16.85,40.95,16.85,0.0,24.564632,alta,26.1,25.6,49,69.83333333333333,50.0,17.5,8.0,38.2,54.0,53,0.2,3.3,219.0,Grecale (NE),SO
390,2017-09-10,2017,9,Grumo Appula,72024,BA,Mellitto Mass Galtieri,40.966389,16.71725,Bosco,Arancione,0.0,Grumo Appula,ok,False,False,-1,False,incendio,40.97,16.72,40.95,16.6,10.299407753870154,42.719524,molto alta,28.6,28.1,40,63.04166666666666,40.0,30.3,22.3,63.4,170.0,167,0.0,8.1,243.0,Ostro (S),N
391,2017-09-23,2017,9,Cassano delle Murge,72016,BA,Tarola,40.854778,16.733,Bosco,Arancione,0.0,Cassano delle Murge,ok,False,False,-1,False,incendio,40.85,16.73,40.95,16.85,14.99090430288456,14.785898,moderata,23.6,21.5,32,58.583333333333336,40.0,9.1,2.3,18.7,219.0,189,0.0,0.0,454.0,Libeccio (SO),NE
392,2024-06-16,2024,6,Spinazzola,110008,BT,Paredano-Ministalla,40.98151,16.10904,Canneto,Giallo,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.98,16.11,40.95,16.1,3.433819078868229,47.025303,molto alta,35.4,32.0,18,39.91666666666666,19.0,24.6,3.3,45.7,221.0,277,0.0,0.0,319.0,Libeccio (SO),NE
393,2024-06-27,2024,6,Minervino Murge,110006,BT,Campoverde-Bosco Lisciacoli,41.137811,16.085394,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.14,16.09,41.2,16.1,6.7122578382779405,9.448394,bassa,29.3,27.5,39,64.29166666666667,43.0,15.3,12.9,34.9,288.0,315,0.2,8.399999999999999,311.0,Ponente (O),E
394,2024-07-05,2024,7,Andria,110001,BT,,41.162746,16.279827,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.16,16.28,41.2,16.35,7.343989038141653,22.842073,alta,28.8,28.0,35,63.375,36.0,13.1,9.2,32.8,334.0,53,0.0,1.5,254.0,Maestrale (NO),SE
395,2024-07-09,2024,7,Spinazzola,110008,BT,Castello di Spinazzola,40.967833,16.08075,Bosco,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.08,40.95,16.1,2.7817450562174493,52.354492,estrema,35.4,32.8,25,45.333333333333336,31.0,20.4,13.2,38.5,338.0,26,0.0,0.1,382.0,Tramontana (N),S
396,2024-07-13,2024,7,Spinazzola,110008,BT,Ciglio stradale tra S.P. 222 e S.P. 230 Paredano masseria Mazzilello,40.985556,16.0975,Canneto,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.99,16.1,40.95,16.1,4.439999999999905,54.158203,estrema,40.1,37.7,15,33.916666666666664,20.0,16.9,3.7,35.6,281.0,310,0.0,0.0,307.0,Ponente (O),E
397,2024-07-26,2024,7,Canosa di Puglia,110004,BT,Posta Locone,41.188541,15.9765,Macchia,Arancione,0.0,Canosa di Puglia,ok,False,False,-1,False,incendio,41.19,15.98,41.2,16.1,10.084969826549258,43.375,molto alta,34.2,33.0,25,50.0,32.0,14.6,8.4,37.8,329.0,50,0.0,0.0,70.0,Maestrale (NO),SE
398,2024-07-28,2024,7,Andria,110001,BT,Bosco S. Leonardo,41.1175,16.242222,Bosco,Arancione,0.0,Andria,ok,False,False,-1,False,incendio,41.12,16.24,41.2,16.35,12.785202612428025,45.976562,molto alta,35.1,33.5,27,39.875,32.0,12.4,9.3,31.7,28.0,36,0.0,0.0,334.0,Grecale (NE),SO
399,2024-08-11,2024,8,Spinazzola,110008,BT,contrada Lama,40.962479,16.102927,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.96,16.1,40.95,16.1,1.1099999999997792,53.507217,estrema,35.2,34.0,25,41.833333333333336,27.0,16.2,10.1,34.2,356.0,21,0.0,0.0,447.0,Tramontana (N),S
400,2024-08-25,2024,8,Spinazzola,110008,BT,La Santissima,40.971976,16.076719,Macchia,Arancione,0.0,Spinazzola,ok,False,False,-1,False,incendio,40.97,16.08,40.95,16.1,2.7817450562174493,38.356148,molto alta,35.7,34.1,20,45.0,24.0,19.0,13.3,36.7,341.0,25,0.0,0.0,382.0,Tramontana (N),S
401,2024-08-31,2024,8,Minervino Murge,110006,BT,Lama di Corvo /pietrabianca ss155 km 3,41.119722,16.146667,Bosco,Arancione,0.0,Minervino Murge,ok,False,False,-1,False,incendio,41.12,16.15,41.2,16.1,9.815048972407464,39.157333,molto alta,29.9,29.6,30,50.91666666666666,36.0,19.0,14.4,43.2,1.0,15,0.0,0.0,429.0,Tramontana (N),S
402,2023-07-16,2023,7,Barletta,110002,BT,boccadoro,41.297778,16.341389,Canneto,Giallo,0.0,Barletta,ok,False,False,-1,False,incendio,41.3,16.34,41.2,16.35,11.131280003991357,33.677734,alta,34.0,33.0,36,52.54166666666666,39.0,13.2,10.9,32.0,44.0,45,0.0,0.0,4.0,Grecale (NE),SO
